Vds,Temp,Freq,Rds_on,Ids
464.373629133578,115.09104833339104,743365.027082897,0.09584560754162881,4845.017325722368
263.3270638512314,113.9047201843338,995848.4010153635,0.12097531211996973,2176.7008428140543
515.1587519468295,50.33687888541553,50567.53567018115,0.020090441455559667,25641.98268546601
418.42081743561835,29.581924396029642,252470.2403148195,0.038205216471084914,10951.928979444321
56.50640873258972,62.97494022588366,601763.3408997288,0.07647382811256125,738.8986549675317
585.3734109820535,44.64203810736885,421042.50879201107,0.056568454689937986,10348.053772912694
456.68382119421176,74.47355990196175,641180.6444811765,0.08156542043831382,5598.9881341884575
471.6385831661723,147.41826489407555,590540.2898073979,0.08379585547014734,5628.423751031406
76.86817960532753,47.63392136315262,790109.5732205143,0.0937743494583667,819.7143467196746
270.23156273734025,64.85924292787112,80193.8909393385,0.02450531338672096,11027.468144266802
222.47881453954875,115.63928953994655,446209.9092291639,0.06618491987691105,3361.4728997679367
556.0589933091611,88.6478478577402,861453.2517929024,0.10501010996506425,5295.2900772521425
386.3190720483987,30.491017946673118,369134.286293492,0.049962530424016514,7732.175867992042
493.65696796249796,45.211252270165204,508750.91721754294,0.06539621694877082,7548.708335058771
266.0485192963987,141.9061943466495,31362.84003069694,0.027326903437734647,9735.77265724966
136.34323307086612,37.895624092378554,231932.15613345554,0.03698277802258341,3686.6682375133796
332.75087220950087,104.38659840121322,469018.5703665231,0.06734051687677364,4941.317465952948
38.2903536625052,124.04070610511394,404978.4450017002,0.06290191511068141,608.7311267889058
496.5787031955492,58.17988284061549,717508.3281410416,0.08756882109816572,5670.725001983051
378.9986394732389,115.63475039233626,615761.181775629,0.08313959321679654,4558.5818357921735
454.8526440512243,46.23689737877253,881479.6969428536,0.10277165943216261,4425.856764057243
212.715580877921,60.59378435422379,856222.9946804271,0.10168167790346509,2091.9755187347487
582.418814636942,63.97775386052593,248807.64235864644,0.041278539621917236,14109.482069169451
535.8726727933187,149.55437382052793,27462.34174353227,0.027701671556406023,19344.4165166054
467.03009824425715,51.82153690224466,855926.0620067248,0.10077475989089693,4634.395544577669
116.78322471118054,41.150933079198126,335829.6554639826,0.047698058854318076,2448.385270098014
280.0326022362205,140.7114296851763,353638.61214819405,0.05943500418333703,4711.577059411217
26.282259472337266,45.241336727544095,166810.8502164894,0.031205218694403347,842.2392334347263
92.57369524052869,134.90998995367568,696077.1934857604,0.09309871834394359,994.3605764638429
409.82937194547276,106.30707845583625,287307.8291771868,0.049361490763302304,8302.613345100986
446.85729354469026,97.10768725881485,184975.67005162124,0.03820833573104361,11695.282848491788
580.505839460526,118.91733894332211,508356.83365096245,0.07272741725942845,7981.9394299371825
195.49521488289116,115.74986964350626,752911.746862228,0.09686616165057343,2018.1992509221495
222.27582362092133,38.815773677289215,276902.6115497186,0.041571838522700785,5346.78839136607
281.73348676548477,149.93326380083613,724818.6109789623,0.09747518747797984,2890.309770669893
113.68281545057141,142.73621580609108,467355.35857436067,0.07100915743804517,1600.959926186402
77.952903201283,137.07399535773953,409734.9960067108,0.06468089913644504,1205.1920156032545
285.42295573556027,102.78614174280085,365925.6594548074,0.05687118011976082,5018.762669149983
136.14560943053047,90.34891641653927,154125.15566626526,0.034447407208280455,3952.2745095835207
401.8883968095062,92.03482298520854,339307.42918073526,0.05313422521659438,7563.644622110575
262.2911513233984,26.867118028529056,880459.0153212071,0.1007326133349736,2603.835467379192
499.6069176347025,87.43368774318037,111145.25522733807,0.029857894297051844,16732.824916056907
420.15906120134946,102.97119595748998,958717.0149507847,0.11616882109082746,3616.797151387505
187.41998482922463,107.33827609686855,116421.56221293972,0.03237598383098083,5788.858365128073
499.35588083712065,66.51743313141412,368411.3258763603,0.05349287590077744,9334.997837158036
482.8586144980811,83.91029378669369,610243.1120625387,0.07941534058492325,6080.168024737406
232.48702741810467,104.5388258328218,839462.9895720672,0.1044001815404889,2226.8833634924345
172.99686235814647,78.5381887843977,152146.98989326393,0.03306851786776616,5231.467072395668
409.4973023849853,145.26689987294066,149691.20181784756,0.03949581016907882,10368.120077343794
83.85149016558589,113.18026373150003,632094.3434151085,0.08452746071466084,992.0029474047868
119.944921485065,25.159218281361312,299819.16608073015,0.04249783843620915,2822.376993717147
4.417361850603307,27.909935185281626,648057.0760478105,0.07759670112330921,56.9271861645724
472.154626501283,111.2875254335468,822377.3709002355,0.10336648963337823,4567.772671548854
398.9105139552193,76.58063719318784,86101.8058776696,0.026268244307085745,15186.036390243824
423.09922717580105,129.9338686515333,846049.1818470048,0.1075983050498538,3932.2108929110486
468.43741861318074,46.62692618578275,47209.502790896964,0.01938364289766797,24166.634779963784
275.349465323004,26.728364256536484,899837.9234359248,0.10265662876924612,2682.2375585890386
341.24471757173626,73.51029376421403,975861.9601840314,0.11493722539482454,2968.966028190742
83.87819887659447,117.00801303843112,670780.6504361748,0.08877886634746059,944.7991659221464
68.71804412158407,146.4659666721961,984412.7518947321,0.12308787185669282,558.2844441537688
401.041777074283,135.45673491888192,823771.9237073178,0.10592286586261998,3786.1681121281863
282.6577236858795,85.50932649214235,53921.84513247478,0.023943117162461714,11805.385312528706
339.1416638887133,126.60216039954582,13772.83476044219,0.024037499515998803,14108.857856158811
458.9993144496153,33.791307233451754,30590.50452804293,0.016438181176149466,27922.755536700613
380.8309920003545,96.53404344811041,457387.89032018685,0.06539219337682972,5823.799024537592
332.1476403947975,140.53730162680876,627148.7850064877,0.08676860866332965,3827.97010936941
335.5242964472481,74.54814343634249,486657.10447352374,0.06612052479098662,5074.434867355831
182.3700588375673,145.01257870788945,680359.0225564165,0.0925371601264306,1970.7764814524335
18.490700740763643,52.58563709113817,455106.6077717498,0.0607692244862888,304.27738542122836
262.0304335394174,38.20422619167419,52138.165079284765,0.019034239127095898,13766.267818208085
128.75080369171752,90.59529201021263,233905.03780251043,0.042450032981272305,3032.9965526415153
245.11718623478168,138.40585899765304,992697.9942386631,0.12311038532363161,1991.0358138382846
512.0418439608997,63.90990234309302,352405.19932167826,0.05163151016647713,9917.235469385008
140.36369151920445,125.02003992486905,331518.0803672821,0.05565381202921511,2522.08584464118
34.98164501343961,46.14965823503512,161264.12852898258,0.030741378676401768,1137.9335124059621
168.8303352131979,118.19629950011745,987272.28489777,0.12054685843978874,1400.5369977976325
176.15625466001018,94.62836767342888,238154.72837667275,0.04327830960501016,4070.312733277763
397.14990883613706,46.87712192429653,650358.3015813148,0.07972354235056112,4981.588839715447
